word_probability.txt:
0.11492820618769692 0.11381772635710966 0.1514465291049016 0.3082211016992924 0.31158643665099944
than 0.0013915570661543765 0.0022231606140394457 0.0013483708790415008 0.0010201085793619595 0.0009702330529343393
interest 0.0006526772080193094 0.00034775696755924286 0.001868456789528937 0.0017117919575634832 0.0010391836252240895
total 0.0011822077730161075 0.002012022455164191 0.0008957035125061399 0.0012639394105265253 0.0010244085025905715
offici 0.002155066252893946 0.0026951164985841323 0.0023596490383226264 0.0006518742629093497 0.00014775122633517857
after 0.0016747943451061525 0.00043469620944905363 0.0015987826137206368 0.0008857528152508721 0.0013888615275506786
plan 0.0010590611299935964 0.000894232202295196 0.00048156102822910745 0.0019108375340243532 0.000999783298201375
th 0.00012314664302251122 1.2419891698544389e-05 9.63122056458215e-05 4.4785254703695776e-05 0.003757806189791375
month 0.0015885916949903945 0.0014282875453326047 0.0015313640697685617 0.0005672798929134799 0.0013494612005279644
result 0.00046795724348554257 0.0007079338268170302 0.00042377370484161455 0.0005473753352673929 0.0026644471149110537
stg 0.00020934929313826906 0.0002732376173679765 0.0044785175625306995 0.00038813887409869675 0.0010047083390792143
acquir 0.00016009063592926456 1.2419891698544389e-05 1.9262441129164297e-05 0.0035181305639458795 0.00029550245267035715
sharehold 6.157332151125561e-05 3.725967509563317e-05 2.889366169374645e-05 0.002622425469871964 0.0011967849333149466
wheat 2.4629328604502242e-05 0.0096254160663719 1.9262441129164297e-05 4.976139411521753e-06 4.925040877839286e-06
say 0.001736367666617408 0.0008569725271995628 0.0024752236850976122 0.001109679088769351 0.00037922814759362505
current 0.0008866558297620806 0.0011798897113617169 0.0015891513931560546 0.000806134584666524 0.0012854356691160537
export 0.0019703462883601795 0.005502012022455164 0.0010209093798457078 5.473753352673928e-05 0.00013790114457950002
acquisit 0.00012314664302251122 2.4839783397088777e-05 9.631220564582149e-06 0.0029956359257360954 0.0006501053958747857
common 8.620265011575784e-05 8.693924188981071e-05 0.0001733619701624787 0.002458212869291746 0.0010638088296132857
invest 0.0005911038865080538 0.00019871826717671022 0.0005008234693582718 0.0019207898128473968 0.0011770847698035893
board 0.00014777597162701344 0.000732773610214119 0.0004045112637124503 0.0020949546922506583 0.0009850081755678572
gain 0.00035712526476528247 0.00013661880868398826 0.0003274614991957931 0.0002985683646913052 0.002925474281436536
sell 0.0005541598936013004 0.0003601768592577873 0.0006741854395207504 0.0026274016092834858 0.00025610212564764287
intern 0.0007511945224373184 0.0004595359928461424 0.0011461152471852758 0.001592364611686961 0.0009209826441559465
set 0.0005172159006945471 0.0006209945849272194 0.0014639455258164866 0.00048268552291761004 0.0018222651248005358
if 0.0012314664302251121 0.0016394257042078593 0.001675832378237294 0.0010947506705347857 0.00041370343373850005
propos 0.0008250825082508251 0.0011923096030602614 0.0006067668955686754 0.0019854796251971797 0.0003841531884714643
pay 0.00045564257918329147 0.000223558050573799 0.0002504117346791359 0.0004876616623291318 0.002546246133842911
three 0.0008620265011575784 0.0008693924188981073 0.0007512352040374077 0.0007314924934936978 0.0016301885305648038
analyst 0.0012437810945273632 0.000732773610214119 0.0009245971741998864 0.0012987723864071776 0.0008815823171332322
stake 0.00011083197872026008 1.2419891698544389e-05 9.631220564582149e-06 0.003144920108081748 0.00026102716652548214
secur 0.0004310132505787892 6.209945849272194e-05 0.0010786967032332007 0.002055145576958484 0.0006402553141191072
five 0.0007635091867395694 0.0006830940434199413 0.0007801288657311541 0.0007215402146706542 0.0016646638167096787
six 0.00040638392197428697 0.0003104972924636097 0.0011075903649269473 0.0004677571046830448 0.002034041882547625
tax 0.0015762770306881435 0.00023597794227234338 0.0005297171310520183 0.00012440348528804383 0.002221193435905518
avg 1.2314664302251121e-05 6.209945849272194e-05 9.631220564582149e-06 4.976139411521753e-06 0.0032751521837631253
week 0.0017240530023151569 0.002185900938943812 0.0014543143052519047 0.0006668026811439149 0.0003201276570595536
no 0.0013915570661543765 0.0012544090615529834 0.0011461152471852758 0.0011843211799421772 0.00046787888339473217
today 0.0016009063592926456 0.0006582542600228526 0.0022248119504184767 0.0008608721181932633 0.00036937806583794644
hold 0.00045564257918329147 0.00016145859208107705 0.0007223415423436612 0.002134763807542832 0.0005072792104174465
cash 0.00030786660755627803 0.0006830940434199413 0.00022151807298538944 0.0018312193034400051 0.0008865073580110714
busi 0.0001847199645337668 0.00028565750906652096 0.00043340492540619674 0.0016471021452137003 0.0011426094836587144
prior 6.157332151125561e-05 0.0001117790252868995 1.9262441129164297e-05 0.0001492841823456526 0.0029057741179251786
currenc 6.157332151125561e-05 0.00024839783397088776 0.005412745957295168 3.483297588065227e-05 0.00018715155335789286
purchas 0.0003448106004630314 0.0010060112275820955 0.0006838166600853326 0.0019854796251971797 0.0002511770847698036
under 0.0008004531796463228 0.001887823538178747 0.00048156102822910745 0.0013783906169915255 0.0004087783928606607
could 0.0011452637801093542 0.0014407074370311492 0.0013868957612998296 0.0009852756034813071 0.00036937806583794644
their 0.0010467464656913452 0.001117790252868995 0.001801038245576862 0.0010250847187734812 0.0002659522074033214
some 0.0012684104231318655 0.0013661880868398827 0.0016180450548498012 0.000746420911728263 0.0004284785563720179
told 0.0011945224373183588 0.0009439117690893735 0.0013194772173477545 0.0009305380699545678 0.0005811548235850357
all 0.0008866558297620806 0.0008818123105966516 0.0005297171310520183 0.0015575316358063087 0.0005122042512952857
foreign 0.0013915570661543765 0.00039743653435342043 0.0028797349488100627 0.00046278096527152307 0.00037922814759362505
against 0.0007019358652283139 0.0009190719856922848 0.0021766558475955658 0.0004130195711563055 0.0008421819901105179
nation 0.0010836904585980985 0.0007203537185155746 0.0022055495092893123 0.0007414447723167412 0.0004235535154941786
we 0.0014654450519678835 0.0013537681951413384 0.001280952335089426 0.0006867072387900019 0.0005368294556844822
merger 4.9258657209004484e-05 3.725967509563317e-05 9.631220564582149e-06 0.002836399464567399 0.00014775122633517857
govern 0.0015639623663858922 0.001564906354016593 0.0017143572604956226 0.0006867072387900019 0.00018715155335789286
div 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 0.0029402494040700537
meet 0.0012807250874341165 0.0007824531770082965 0.0014061582024289937 0.0008758005364278285 0.0005466795374401607
approv 0.00022166395744052016 0.0006085746932286751 0.00014446830846873225 0.0019058613946128316 0.0006648805185083036
over 0.0010836904585980985 0.0012792488449500721 0.0009342283947644685 0.0009006812334854373 0.0006304052323634286
system 0.0002955519432540269 0.0004098564260519648 0.0016469387165435475 0.001129583646415438 0.0006895057228975001
make 0.0005541598936013004 0.0009563316607879179 0.0006549229983915861 0.0013137008046417429 0.0006796556411418215
financi 0.00023397862174277128 0.00017387848377962143 0.0007897600862957362 0.0013286292228763081 0.0010293335434684108
american 0.0004433279148810403 0.00023597794227234338 0.0002504117346791359 0.0016670067028597873 0.0008077067039656429
agre 0.0006034185508103049 0.0003104972924636097 0.0010594342621040365 0.001756577212267179 0.0001428261854573393
grain 1.2314664302251121e-05 0.006893039892692136 9.631220564582149e-06 2.4880697057608766e-05 1.4775122633517858e-05
state 0.0016009063592926456 0.00172636494609767 0.000837916189118647 0.0006468981234978279 0.0003595279840822679
manag 0.00027092261464952463 0.00026081772566943214 0.0005297171310520183 0.0017267203757980484 0.0005417544965623215
nine 0.00011083197872026008 0.00024839783397088776 0.00016373074959789654 0.0002985683646913052 0.0022064183132720003
complet 0.0003448106004630314 0.00019871826717671022 9.63122056458215e-05 0.002159644504600441 0.00030042749354819643
major 0.0005295305649967982 0.0010432709026777286 0.0016662011576727119 0.000726516354082176 0.0004925040877839286
ad 0.0013176690803408699 0.0008197128521039296 0.0009920157181519615 0.0006668026811439149 0.0006451803549969465
tender 3.694399290675336e-05 0.001117790252868995 0.0004622985870999432 0.0019456705099050054 3.940032702271429e-05
firm 0.0005911038865080538 0.00014903870038253267 0.0005297171310520183 0.0017814579093247877 0.00030535253442603576
reserv 0.001933402295453426 0.0004222763177505092 0.002128499744772655 0.00021895013410695713 0.0003743031067157857
own 0.0003694399290675336 0.00012419891698544388 0.00027930539637288236 0.001836195442851527 0.00043340359724985717
continu 0.0008620265011575784 0.0006334144766257638 0.0007897600862957362 0.0007414447723167412 0.0008520320718661964
yen 9.851731441800897e-05 2.4839783397088777e-05 0.004218474607286982 6.966595176130454e-05 0.00030535253442603576
mark 2.4629328604502242e-05 0.0001117790252868995 0.0019069816717872657 0.0003284252011604357 0.0012017099741927857
gener 0.0005911038865080538 0.0005713150181330419 0.0003370927197603752 0.0011146552281808726 0.0008126317448434822
japan 0.00023397862174277128 0.0005216354513388643 0.0034479769621204095 0.0003582820376295662 0.00010835089931246429
credit 0.0002955519432540269 0.0008197128521039296 0.0006741854395207504 0.00044287640762543604 0.0012805106282382144
estim 0.0009851731441800897 0.0019126633215758358 0.0008186537479894827 0.00028861608586826167 0.0006402553141191072
bid 0.00027092261464952463 0.0006830940434199413 0.00031783027863121094 0.0018809806975552228 8.865073580110715e-05
level 0.0011452637801093542 0.0009811714441850068 0.0019455065540455942 0.00012440348528804383 0.0005220543330509643
four 0.0005541598936013004 0.0005340553430374087 0.0004141424842770324 0.0005423991958558711 0.001275585587360375
barrel 0.005787892222058027 1.2419891698544389e-05 3.8524882258328595e-05 5.473753352673928e-05 5.910049053407143e-05
rais 0.0014900743805723855 0.0003229171841621541 0.0004141424842770324 0.000746420911728263 0.0007781564586986072
made 0.0005418452292990493 0.0009190719856922848 0.0005875044544395112 0.0010549415552426116 0.0005220543330509643
there 0.0010836904585980985 0.0012047294947588056 0.001425420643558158 0.0005374230564443494 0.00027580228915900003
loan 0.0005418452292990493 0.0007079338268170302 0.0003274614991957931 0.0006966595176130455 0.0010736589113689644
earlier 0.0006773065366238116 0.000670674151721397 0.0006934478806499148 0.0006269935658517408 0.0009111325624002679
take 0.0005664745579035516 0.0005713150181330419 0.0011653776883144402 0.0009902517428928288 0.0003940032702271429
rise 0.0011945224373183588 0.0005713150181330419 0.0017047260399310404 9.454664881891331e-05 0.0007535312543094108
announc 0.0004802719077877937 0.0005340553430374087 0.00042377370484161455 0.0013037485258186993 0.0005072792104174465
asset 8.620265011575784e-05 1.2419891698544389e-05 0.00021188685242080728 0.0014978179628680477 0.0007830814995764464
issu 0.0004433279148810403 0.0005713150181330419 0.0008090225274249006 0.0009454664881891331 0.0006550304367526251
corn 4.9258657209004484e-05 0.005700730289631874 9.631220564582149e-06 0.00011445120646500032 4.925040877839286e-06
term 0.0003324959361607803 0.0003104972924636097 0.0006260293366978397 0.0014629849869873955 0.00036445302496010716
becaus 0.0011083197872026008 0.0010805305777733618 0.0009245971741998864 0.0005374230564443494 0.0005072792104174465
chang 0.0008004531796463228 0.0009066520939937404 0.0013291084379123367 0.00034832975880652275 0.0006747306002639822
period 0.0003448106004630314 0.0007948730687068409 0.0005008234693582718 0.0002637353888106529 0.0014085616910620357
close 0.0008127678439485739 0.0003104972924636097 0.0009245971741998864 0.001044989276419568 0.00041862847461633933
import 0.001834884981035417 0.002397039097819067 0.0008282849685540648 0.00011445120646500032 0.00012312602194598215
cost 0.0007265651938328161 0.0009563316607879179 0.00021188685242080728 0.0002537831099876094 0.0013051358326274108
into 0.0007142505295305649 0.000670674151721397 0.0007512352040374077 0.0010250847187734812 0.00037922814759362505
time 0.0007388798581350672 0.0008445526355010184 0.00103054060041029 0.0007513970511397847 0.0004284785563720179
money 6.157332151125561e-05 6.209945849272194e-05 0.004179949725028653 9.454664881891331e-05 4.925040877839286e-05
capit 0.00024629328604502243 8.693924188981071e-05 0.0006549229983915861 0.0009454664881891331 0.0009111325624002679
between 0.0006526772080193094 0.0015897461374136817 0.0010209093798457078 0.0006120651476171756 0.0002807273300368393
crude 0.0052953056499679815 3.725967509563317e-05 9.631220564582149e-06 2.4880697057608766e-05 0.00011820098106814286
ga 0.0025983941677749866 2.4839783397088777e-05 1.9262441129164297e-05 0.0006021128687941321 0.0006107050688520715
subsidiari 0.00030786660755627803 3.725967509563317e-05 2.889366169374645e-05 0.0015475793569832653 0.0005811548235850357
qtli 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 0.0022064183132720003
dealer 4.9258657209004484e-05 0.00026081772566943214 0.0035057642855079022 0.0002537831099876094 4.4325367900553575e-05
ani 0.0007388798581350672 0.0009314918773908292 0.000712710321779079 0.0008807766758393503 0.00029550245267035715
cut 0.0008743411654598296 0.0007700332853097521 0.0016662011576727119 0.00022890241293000064 0.0004629538425168929
feder 0.0003694399290675336 0.0003104972924636097 0.0011942713500081865 0.0009006812334854373 0.00041862847461633933
around 0.0007142505295305649 0.0006209945849272194 0.002253705612112223 0.0002438308311645659 0.0002659522074033214
franc 0.00011083197872026008 0.0003353370758606985 0.0013387396584769189 0.0002985683646913052 0.0010342585843462501
split 2.4629328604502242e-05 6.209945849272194e-05 1.9262441129164297e-05 5.971367293826104e-05 0.002083292291326018
statement 0.0008004531796463228 0.00028565750906652096 0.0004911922487936896 0.0009603949064236984 0.0005417544965623215
central 0.0001724053002315157 0.00017387848377962143 0.0033612959770391703 0.0001791410188147831 0.0001329761037016607
servic 0.0003201812718585291 0.00026081772566943214 0.00022151807298538944 0.0011196313675923945 0.0007141309272866965
februari 0.0014285010590611299 0.0007079338268170302 0.0010594342621040365 0.0002637353888106529 0.0004974291286617678
see 0.0005541598936013004 0.0004098564260519648 0.0005875044544395112 0.00021895013410695713 0.0012460353420933393
declin 0.0009235998226688341 0.00043469620944905363 0.0010401718209748722 0.00047273324409456653 0.0005959299462185536
further 0.0003694399290675336 0.0004967956679417755 0.0019551377746101764 0.00045282868644847956 0.0003152026161817143
day 0.0020811782670804393 0.0004222763177505092 0.0010112781592811256 0.00046278096527152307 0.00012805106282382143
control 0.00016009063592926456 0.000223558050573799 0.000452667366535361 0.0015426032175717434 0.00019207659423573216
lower 0.0006526772080193094 0.0008693924188981073 0.0006645542189561683 0.00016421260058021786 0.000980083134690018
world 0.0010467464656913452 0.001055690794376273 0.0006163981161332575 0.0005473753352673929 0.0003841531884714643
now 0.0007881385153440717 0.0007203537185155746 0.00103054060041029 0.0006419219840863062 0.0003152026161817143
spokesman 0.0008743411654598296 0.0005340553430374087 0.00048156102822910745 0.0010300608581850028 0.0002511770847698036
company' 0.00022166395744052016 2.4839783397088777e-05 9.631220564582149e-06 0.0009056573728969591 0.001049033706979768
valu 0.0003324959361607803 0.0004222763177505092 0.0005393483516166004 0.0010400131370080464 0.00043340359724985717
countri 0.0014038717304566278 0.0013040886283471609 0.0013868957612998296 0.0001293796246995656 0.00012312602194598215
depart 0.0005541598936013004 0.0025584976899001442 0.00018299319072706083 0.0005025900805636971 0.00017237643072437502
chairman 0.00024629328604502243 0.00024839783397088776 0.0003274614991957931 0.00104996541583109 0.0005959299462185536
produc 0.0017609969952219102 0.001664265487604948 0.00015409952903331438 0.0003533058982180445 0.00020192667599141072
futur 0.0008250825082508251 0.0011426300362660838 0.0008668098508123935 0.0003732104558641315 0.0003890782293493036
while 0.0009482291512733363 0.0007700332853097521 0.0008764410713769756 0.00039809115292174026 0.00045310376076121433
incom 0.00012314664302251122 0.0002732376173679765 0.0001155746467749858 0.0001492841823456526 0.0016154134079312858
compar 0.0004925865720900449 0.000670674151721397 0.0006934478806499148 0.0001492841823456526 0.001014558420834893
exclud 9.851731441800897e-05 9.935913358835511e-05 4.815610282291075e-05 7.961823058434805e-05 0.0017779397568999822
when 0.0009605438155755874 0.0005837349098315863 0.0011461152471852758 0.0004777093835060883 0.0002807273300368393
financ 0.00025860795034727353 0.00012419891698544388 0.0012039025705727687 0.0008658482576047851 0.0003250526979373929
sourc 0.0008620265011575784 0.0014903870038253267 0.0010401718209748722 0.00043292412880239253 5.4175449656232146e-05
rose 0.0008620265011575784 0.00034775696755924286 0.0005682420133103468 0.00019406943704934837 0.0009850081755678572
mth 1.2314664302251121e-05 1.2419891698544389e-05 9.631220564582149e-06 4.976139411521753e-06 0.0019306160241130002
januari 0.0008497118368553273 0.0005713150181330419 0.0008475474096832291 0.0002139739946954354 0.0007239810090423751
outstand 3.694399290675336e-05 3.725967509563317e-05 9.63122056458215e-05 0.0014430804293413084 0.00041862847461633933
revenu 0.0007881385153440717 9.935913358835511e-05 1.9262441129164297e-05 0.00047273324409456653 0.001083508993124643
develop 0.0010713757942958475 0.00034775696755924286 0.0005297171310520183 0.0005025900805636971 0.0005713047418293572
presid 0.0011329491158071031 0.0003229171841621541 0.00044303614597077887 0.0006867072387900019 0.00041862847461633933
due 0.0005911038865080538 0.0005837349098315863 0.0005489795721811825 0.000363258177041088 0.0007781564586986072
befor 0.0006403625437170583 0.00028565750906652096 0.000837916189118647 0.0004578048258600013 0.0006254801914855893
receiv 0.00019703462883601794 0.0007079338268170302 0.0001348370879041501 0.0010798222523002205 0.0003546029432044286
sinc 0.0006403625437170583 0.0007948730687068409 0.0010209093798457078 0.00043790026821391426 0.0003201276570595536
payment 0.00030786660755627803 0.001403447761935516 0.00043340492540619674 0.00038813887409869675 0.0005565296191958393
down 0.0010098024727845918 0.0008445526355010184 0.0010016469387165436 0.00015426032175717435 0.00043340359724985717
commiss 0.00016009063592926456 0.0008693924188981073 8.668098508123935e-05 0.0011246075070039162 0.00027087724828116076
growth 0.0002955519432540269 0.0002111381588752546 0.0012713211145248438 0.00014430804293413083 0.0008421819901105179
fall 0.0006896212009260628 0.0007948730687068409 0.0014350518641227403 4.4785254703695776e-05 0.0004629538425168929
fund 0.00012314664302251122 0.0001117790252868995 0.001415789422993576 0.0005423991958558711 0.00046787888339473217
recent 0.0006157332151125561 0.0007451935019126633 0.0009438596153290506 0.00048268552291761004 0.0003152026161817143
through 0.0006280478794148071 0.0008569725271995628 0.0004911922487936896 0.0006319697052632626 0.0003496779023265893
